Line list produced by Pgopher 10.0.505 13 Feb 2017 17:57  64 bit (fpc 3.1.1 x86_64-Linux),10000505
Molecule,Upper Manifold,J',Sym',#',Lower Manifold,"J""","Sym""","#""",Position,Intensity,Eupper,Elower,Spol,A,Width,Branch,Label
LinearMolecule,Excited,3.5,f,2,Ground,2.5,f,1,50012.7412597752,0.0000765862710213786,50068.5750703986,55.8338106233107,0.0334727642986692,492455.523759842,0,sR21f(2.5),Excited B(0) 3.5  4 F2f - Ground X(0) 2.5  2 F1f
LinearMolecule,Excited,3.5,f,1,Ground,2.5,f,2,49783.6486762248,0.0000394341060447053,49956.6248656015,172.976189376689,0.0302274772733185,438627.168550179,0,qR12f(2.5),Excited B(0) 3.5  3 F1f - Ground X(0) 2.5  3 F2f
LinearMolecule,Excited,3.5,f,2,Ground,2.5,f,2,49895.5988810219,0.00120339501026253,50068.5750703986,172.976189376689,0.922439963068961,13475915.6630033,0,rR2f(2.5),Excited B(0) 3.5  4 F2f - Ground X(0) 2.5  3 F2f
LinearMolecule,Excited,2.5,f,1,Ground,3.5,f,1,49883.0037086529,0.00242392188904694,49949.8837871971,66.8800785441138,1.11703536663585,21741870.5554768,0,pP1f(3.5),Excited B(0) 2.5  2 F1f - Ground X(0) 3.5  3 F1f
LinearMolecule,Excited,2.5,f,2,Ground,3.5,f,1,49993.0368542588,0.0000548711685751352,50059.916932803,66.8800785441138,0.0252867207413039,495442.503531128,0,qP21f(3.5),Excited B(0) 2.5  3 F2f - Ground X(0) 3.5  3 F1f
LinearMolecule,Excited,2.5,f,1,Ground,3.5,f,2,49765.5538657412,0.0000295124898755549,49949.8837871971,184.329921455886,0.0238882206604507,461681.550641633,0,oP12f(3.5),Excited B(0) 2.5  2 F1f - Ground X(0) 3.5  4 F2f
LinearMolecule,Excited,2.5,f,2,Ground,3.5,f,2,49875.5870113471,0.0011477591216853,50059.916932803,184.329921455886,0.929027787200489,18074444.4164896,0,pP2f(3.5),Excited B(0) 2.5  3 F2f - Ground X(0) 3.5  4 F2f
LinearMolecule,Excited,3.5,e,1,Ground,3.5,f,1,49889.7447870573,0.0000860022141191753,49956.6248656015,66.8800785441138,0.0396330901644198,578795.622343738,0,qQ1f(3.5),Excited B(0) 3.5  3 F1e - Ground X(0) 3.5  3 F1f
LinearMolecule,Excited,3.5,e,2,Ground,3.5,f,1,50001.6949918544,7.91202491748088E-6,50068.5750703986,66.8800785441138,0.00364616190582167,53607.2568860661,0,rQ21f(3.5),Excited B(0) 3.5  4 F2e - Ground X(0) 3.5  3 F1f
LinearMolecule,Excited,3.5,e,1,Ground,3.5,f,2,49772.2949441456,0.0000110864324977432,49956.6248656015,184.329921455886,0.00897366325105098,130126.641689901,0,pQ12f(3.5),Excited B(0) 3.5  3 F1e - Ground X(0) 3.5  4 F2f
LinearMolecule,Excited,3.5,e,2,Ground,3.5,f,2,49884.2451489427,0.000458382636691101,50068.5750703986,184.329921455886,0.371027507959131,5416637.5917179,0,qQ2f(3.5),Excited B(0) 3.5  4 F2e - Ground X(0) 3.5  4 F2f
LinearMolecule,Excited,4.5,f,1,Ground,3.5,f,1,49898.435000884,0.00305997580272813,49965.3150794281,66.8800785441138,1.41015319352605,16483540.9776549,0,rR1f(3.5),Excited B(0) 4.5  4 F1f - Ground X(0) 3.5  3 F1f
LinearMolecule,Excited,4.5,f,2,Ground,3.5,f,1,50012.8020420278,0.000153876482510729,50079.6821205719,66.8800785441138,0.0709121336932151,834617.635993768,0,sR21f(3.5),Excited B(0) 4.5  5 F2f - Ground X(0) 3.5  3 F1f
LinearMolecule,Excited,4.5,f,1,Ground,3.5,f,2,49780.9851579722,0.0000828654875796305,49965.3150794281,184.329921455886,0.067073603778774,778512.418292753,0,qR12f(3.5),Excited B(0) 4.5  4 F1f - Ground X(0) 3.5  4 F2f
LinearMolecule,Excited,4.5,f,2,Ground,3.5,f,2,49895.352199116,0.00156490346133829,50079.6821205719,184.329921455886,1.26667588381677,14803664.1019392,0,rR2f(3.5),Excited B(0) 4.5  5 F2f - Ground X(0) 3.5  4 F2f
LinearMolecule,Excited,2.5,e,1,Ground,3.5,e,1,49883.0037086529,0.00242392188904694,49949.8837871971,66.8800785441138,1.11703536663585,21741870.5554768,0,pP1e(3.5),Excited B(0) 2.5  2 F1e - Ground X(0) 3.5  3 F1e
